Title,Job Title,Experience,Experience Categories,Company,Location,Skills
Data Analyst For Jodhpur Rajasthan,Data Analyst,0-2 Yrs,Freshers,Krishna's Herbal & Ayurveda,Jodhpur(Shastri Nagar),"Data Analysis, Data Analytics, Data Manipulation, Data Visualization, Data Cleansing, Data Extraction, Data Reporting, Reporting"
Reference Data Analyst,Data Analyst,0-2 Yrs,Freshers,Trigent Software,"Hyderabad, Bengaluru","Mutual Funds, Bloomberg, Equities, Reference Data, Derivatives, Fixed income, Equity, Data"
Mobility Data Analyst - M Mbr-In,Data Analyst,0-2 Yrs,Freshers,Robert Bosch Engineering and Business Solutions Private Limited,"Hosur, Bengaluru","Computer science, Data analysis, Data management, Machine learning, Workflow, Data Analyst, Data quality, Data mining"
Data Analyst,Data Analyst,0-2 Yrs,Freshers,Moving Walls Sdn Bhd,"Chennai, Tamil Nadu","Data Analysis, data models, data analysis tools, predictive models, validation processes, data visualization tools, Tools, Data validation"
Data Analyst,Data Analyst,0-2 Yrs,Freshers,Pioneer Infotech,Mumbai,"Computer science, Data analysis, PDF, data science, Analytical, power bi, Data quality, data visualization"
Data Analyst,Data Analyst,0-2 Yrs,Freshers,Leading Client,Bengaluru,"data analysis, data management, data mining, troubleshooting, data visualization, python, macros, data analytics"
Looking For Data Analyst Position,Data Analyst,0-2 Yrs,Freshers,Techtriad Technology Solutions,Hyderabad,"Capital Market, Investment Banking, Trading, Financial Markets, Data analysis, Positioning, Investment, Marketing"
Data Analyst,Data Analyst,0-2 Yrs,Freshers,Karur Vysya Bank,Chennai,"SQL, Power BI, Azure Cloud, SSRS, Banking Domain Knowledge, MSBI ETL, AWS Cloud, Cloud"
Data Analyst,Data Analyst,0-2 Yrs,Freshers,Foresight Digital,Ahmedabad,"Power Bi, Dashboards, Data Visualization, Tableau, Bi, Data, Data analysis"
Forecasting Analyst Data Scientist,Data Scientist,0-2 Yrs,Freshers,Locus It Services,Bengaluru,"BPO, Analyst, Statistical modeling, Process documentation, Analytical, Trend analysis, Budgeting, Forecasting"
Data Analyst,Data Analyst,0-2 Yrs,Freshers,Weir,Bengaluru,"Data analysis, Payroll, Change management, Manager Quality Assurance, MIS, Project management, Process improvement, Analytical"
Esg Data Analyst,Data Analyst,0-2 Yrs,Freshers,Cognizant,Hyderabad,"VBA, Subject Matter Expertise, Data Interpretation, ESG, Data Analytics, Power Bi, Esg Reporting, Crystal Report"
Data Analysts,Data Analyst,0-2 Yrs,Freshers,Icare Academy Hyderabad,Hyderabad,"analytics reporting, Automation, Data validation, C, Sales, Business analytics, Management, CSAT"
Data Analyst,Data Analyst,0-2 Yrs,Freshers,Leading Client,Karnataka,"data analysis, data management, data mining, troubleshooting, data visualization, python, macros, data analytics"
Data Analyst,Data Analyst,0-2 Yrs,Freshers,Leading Client,Chennai,"data analysis, data management, data mining, troubleshooting, data visualization, python, macros, data analytics"
Data Analyst,Data Analyst,0-2 Yrs,Freshers,Hitachi Digital Services,Hyderabad,"communication skillsbusiness requirements, data analysis, analytical, time management, statistics, sql, Data, Analysis"
Data Analyst,Data Analyst,0-2 Yrs,Freshers,Lektronix,"Noida, New Delhi, Pune, Bengaluru","Computer science, Analytical skills, ERP, Automation, Change management, Industrial automation, Agile, Data quality"
Data Analyst,Data Analyst,0-2 Yrs,Freshers,Michelin,Pune,"Retail, Data analysis, Web analytics, digital marketing analyst, Data collection, E-commerce, Digital marketing, Continuous improvement"
Data Analyst,Data Analyst,0-2 Yrs,Freshers,Lektronix,"Noida, New Delhi, Pune, Chennai, Bengaluru","Computer science, Analytical skills, Automation, ERP, Change management, Industrial automation, Agile, Data quality"
Data Analyst,Data Analyst,0-2 Yrs,Freshers,Logfix Scm Solutions,Bengaluru,"Machine Learning, Python, Power Bi, Data Cleansing, Data Visualization, Tableau, Jupyter Notebook, Deep Learning"
Data Analyst,Data Analyst,0-2 Yrs,Freshers,Centre for Effective Governance of Indian States (CEGIS)- CLOP,"Korba, Raigarh, Bhilai, Bilaspur, Raipur","Procurement, Performance management, Project management, Analytical, Management consulting, Healthcare, Budgeting, Secondary research"
Business Data Analyst,Data Analyst,0-2 Yrs,Freshers,Lister Technologies Pvt Ltd,Chennai,"Business Data Analyst, Billing, DNB, Data quality, data integrity, Research, Customer engagement, Analytics"
Data Analyst,Data Analyst,0-2 Yrs,Freshers,Leading Client,"Hyderabad, Gurugram","microsoft azure services, data crunching, data visualization, dashboards, statistics, management consulting, corporate planning, mathematics"
Data Analyst,Data Analyst,0-2 Yrs,Freshers,BAJAJ FINSERVE,Delhi / NCR,"Power Bi, Advanced Excel, SQL, Data Visualization, Tableau, Data analysis, Data, Excel"
Data Analyst,Data Analyst,0-2 Yrs,Freshers,Leading Client,"Mumbai, Gurugram, Bengaluru","SQL, data transformations, Microsoft Azure services, data aggregations, Power BI administration, data acquisition, Python, Aggregate"
Data Analyst,Data Analyst,0-2 Yrs,Freshers,Leading Client,India,"data analytics, predictive analytics, sql, tableau, predictive modeling, python, macros, data validation"
Data Analyst,Data Analyst,0-2 Yrs,Freshers,Caratlane,Pune,"sap, data analysis, continuous development, epr, bi, power bi, sap analytics cloud, problem solving"
Space Data Analyst,Data Analyst,0-2 Yrs,Freshers,Jones Lang LaSalle Property Consultants (India) Pv t. Ltd.,Bengaluru,"Data Analysis, tableau, python, data management, data visualization, machine learning, strategic planning, Machine"
Data Analyst,Data Analyst,0-2 Yrs,Freshers,Rpa Infotech,Gurugram,"Data analysis, MS SQL, Excel, Bfsi, Business analytics, Postgresql, MySQL, Predictive modeling"
Data Analyst - Immediate Hiring,Data Analyst,0-2 Yrs,Freshers,Simply Vyapar Apps,Bengaluru(HSR Layout),"data analysis, SQL, data models, database design development, Regression Analysis, data mining, Data Extraction, Mathematics"
Data Analyst,Data Analyst,0-2 Yrs,Freshers,Novel Office,Bangalore Rural,"Communication Skills, Excel, Analytical Skills, Data Interpretation, Problem Solving, Data Analysis, Data Collection, Reporting"
Data Analyst -Survey Administration,Data Analyst,0-2 Yrs,Freshers,Mercer,Gurugram,"data analysis, data validation, documentation, vlookup, data collection, hlookup, python, project management"
Business Research - Data Analyst,Data Analyst,0-2 Yrs,Freshers,AGR Knowledge Services Pvt Ltd,Mumbai,"Data Analysis, business research, data research, AI applications, market research, sales, competitive analysis, Application"
Business Partner Master Data Analyst Associate,Data Analyst,0-2 Yrs,Freshers,Westlake Chemical,Bengaluru,"Master Analyst, SAP, Excel, IT procurement, business rules, document verification, Data quality, Data Analyst"
Data Analyst,Data Analyst,0-2 Yrs,Freshers,Firstsource,"Hyderabad, Bengaluru","Snowflake, Data Analysis, Data Visualization, Data, Analysis"
Business Partner Master Data Analyst Associate,Data Analyst,0-2 Yrs,Freshers,Westlake Epoxy,Bengaluru,"Master Analyst, SAP, Excel, IT procurement, business rules, document verification, Data quality, Data Analyst"
Data Analyst,Data Analyst,0-2 Yrs,Freshers,Hiring for our client,"Noida, Gurugram, Delhi / NCR","Power Bi, Data Visualization, Data Analytics, Data Analysis, Tableau, Machine Learning, SQL, Python"
Business Data Analyst,Data Analyst,0-2 Yrs,Freshers,Grid Dynamics,Chennai,"Business process, Manager Quality Assurance, Business analysis, Project management, Analytical, Agile, Middleware, SDLC"
Data Analyst,Data Analyst,0-2 Yrs,Freshers,Wipro,Pune,"Data Analysis, product support, material management, customer service, client interaction, troubleshooting, Materials, Data"
Data & Records Governance Analyst,Data Governance Analyst,2-4 Yrs,Entry Level,Barclays,Pune,"global operations, Analyst, Cloud computing, Data management, Records management, Data quality, Continuous improvement, Operations"
Data Analyst,Data Analyst,2-4 Yrs,Entry Level,Aloola,Surat,"Data analysis, Data modeling, Analytical, Data structures, HTML, Data quality, Analytics, SQL"
S&Op Data Analyst,Data Analyst,2-4 Yrs,Entry Level,Calderys India Refractories,Nagpur,"Data analysis, French, Data modeling, Process improvement, Analytical, Data collection, German, Data mining"
Senior Data Analyst,Data Analyst,2-4 Yrs,Entry Level,Ameriprise Financial,Noida,"Computer science, Automation, Business analysis, RDBMS, Process improvement, Analytical, Financial planning, Asset management"
Data Analyst,Data Analyst,2-4 Yrs,Entry Level,Tactgen,Madurai,"Software development, Bfsi, Banking, Data Analyst, Application software, Software, Data analysis, Data"
Data Analyst,Data Analyst,2-4 Yrs,Entry Level,Ethics Express,Gurugram,"Data analysis, Data management, Aviation, Pharma, Process improvement, data governance, FMCG, Oracle"
Data Analyst Logistics Domain,Data Analyst,2-4 Yrs,Entry Level,Elevati Infotech,Pune,"Supply chain, Health insurance, Data analysis, Automation, Analytical, power bi, Macros, Logistics"
Data Analyst - Salesforce,Data Analyst,2-4 Yrs,Entry Level,Top OEM,Faridabad,"salesforce, python, Data Analysis, tableau, power bi, Data, Bi, Analysis"
Data Analyst 3,Data Analyst,2-4 Yrs,Entry Level,Grhombus Technologies,"Warangal, Hyderabad, Nizamabad","Outbound, Data management, Email marketing, Analytical, Workflow, Maintenance Manager, Adobe, Digital marketing"
Data Analyst With Etl Expert,Data Analyst,2-4 Yrs,Entry Level,Eice Technology,Noida,"ETL Development, Python, Azure, XML, Data Analyst, JSON, AWS, REST APIs"
Senior Data Analyst,Data Analyst,2-4 Yrs,Entry Level,Capgemini,Bengaluru,"sql, dhcp, python, data analysis, dns, scikit-learn, isp, bgp"
Data Analyst,Data Analyst,2-4 Yrs,Entry Level,EXL,"Gurugram, Bengaluru","sas, Python, sql, Pyspark, Pandas, Credit Risk, Data Visualization, Seaborn"
Data Analyst,Data Analyst,2-4 Yrs,Entry Level,Cengage Learning India,Noida,"SQL, Excel, Power Bi, Advanced Excel, Informatica, Python, Data analysis, Data"
Data Analyst,Data Analyst,2-4 Yrs,Entry Level,Mindstix Software Labs,Pune,"Supply chain, Computer science, SAN, Data analysis, Google Analytics, Analytical, Agile, Data structures"
Engineering Data Analyst,Data Analyst,2-4 Yrs,Entry Level,Alstom Transportation,Bengaluru,"Business process, Data analysis, SAP, Data management, Data collection, Data quality, Troubleshooting, IT operations"
Data Analyst,Data Analyst,2-4 Yrs,Entry Level,Zessta Software Services,Hyderabad,"Usage, Senior Analyst, Data Analyst, Software services, Data analysis, Senior, Software, Data"
Data Analyst,Data Analyst,2-4 Yrs,Entry Level,Sodexo Food Solutions India Pvt. Ltd.ces,Ahmedabad,"master data, metadata, python, data analysis, data management, data analytics, data validation, configuration"
Senior Analyst-Data Analysis,Other,2-4 Yrs,Entry Level,Tesco Plc,Bengaluru,"Supply chain, Telecom, Automation, Data analysis, Analytical, Data quality, Teradata, Business solutions"
Data Analyst,Data Analyst,2-4 Yrs,Entry Level,Thoucentric,"Hubli, Mangaluru, Mysuru, Bengaluru, Belgaum","Unix, Data analysis, Automation, Web analytics, Analytical, Consulting, Data processing, Windows"
Data Analysts,Data Analyst,2-4 Yrs,Entry Level,Digicommerce Solutions,Noida,"Data Analysts, Data analysis, Analysts, Data"
Data Analyst,Data Analyst,2-4 Yrs,Entry Level,Diverse Lynx,Gurugram,"Data Analyst, professional, Data, Data analysis"
Data Analyst,Data Analyst,2-4 Yrs,Entry Level,"NTT DATA, Inc.",Pune,"data analysis, data analytics, data engineering, analysis tools, software engineering, python, data manipulation, talend"
Data Analyst,Data Analyst,2-4 Yrs,Entry Level,Growzeel Solutions,"Hyderabad, Chennai, Bengaluru","data analyst, python, Power Bi, sql, Bi, Data analysis, Data"
Data Analyst,Data Analyst,2-4 Yrs,Entry Level,Xpheno,Mumbai,"Analytical, Risk assessment, Data quality, Data mining, Information technology, SQL, Auditing, Python"
Data Analyst,Data Analyst,2-4 Yrs,Entry Level,Armakuni,Ahmedabad,"data cleansing, Data analysis, Automation, Data modeling, Analytical, Business intelligence, Stakeholder management, SQL"
Senior Data Analyst Tax,Data Analyst,2-4 Yrs,Entry Level,Amazon,Bengaluru,"Data management, Analytical, Business Economics, Senior Data Analyst, Data quality, Business intelligence, Macros, Analytics"
Engineering Data Analyst,Data Analyst,2-4 Yrs,Entry Level,Alstom Transportation,Bengaluru,"Data Analysis, Data Engineering, data management, data management strategies, Troubleshooting, Management, Engineering, Analysis"
Data Analyst,Data Analyst,2-4 Yrs,Entry Level,Honeybee Tech Solutions,Gurugram,"Automation, Data Analyst, macro, data analysis, Data, Analysis, Macros"
Data Analyst - Advance Sql & Power Bi,Data Analyst,2-4 Yrs,Entry Level,Deloitte Consulting,"Bengaluru, Mumbai (All Areas)","POWER BI, Advance SQL, Data Analytics, Bi, SQL, Data analysis, Data, Analytics"
Data Analyst,Data Analyst,2-4 Yrs,Entry Level,Confidential,Chennai,"Nprinting, Qlik Nprinting, Qlik Sense Development, QlikView, Qlik, Data analysis, Data, Development"
Data Analyst - L3,Data Analyst,2-4 Yrs,Entry Level,Wipro,Hyderabad,"advance sql, data analysis, presentation skills, business analysis, sql, python, data validation, data mining"
Data Analyst,Data Analyst,2-4 Yrs,Entry Level,Romsons Group of Industries,Agra,"data analyst, Data analysis, Data"
Data And Tech Analyst Economic Inclusion Program,Other,2-4 Yrs,Entry Level,The/Nudge Institute,Shillong,"Interpersonal skills, operational support, MIS development, Project management, Analytical, Manager Technology, Market research, Technology solutions"
Data Analyst,Data Analyst,2-4 Yrs,Entry Level,FCB Kinnect,Mumbai(Lower Parel),"Bigquery, GA4, Looker Studio, Looker, GOOGLE ANALYTICS 4, Google Data Studio, Web Analytics"
Data Analyst,Data Analyst,2-4 Yrs,Entry Level,Thomson Reuters,Bengaluru,"data analysis, data analytics, data management, alteryx, data governance, risk management, python, sas"
Data Compliance Analyst,Other,2-4 Yrs,Entry Level,Amgen Inc,Hyderabad,"Data Compliance, Excel, SAS, Agile software development, Scrum, SQL, Python, Compliance"
Senior Business Data Analyst,Data Analyst,2-4 Yrs,Entry Level,Nthinsight,Bengaluru,"Usage, Business Data Analyst, Analytics, Data analysis, Senior, Business analysis, Business Data Analysis, Data"
Data Analyst - Business Intelligence,Data Analyst,2-4 Yrs,Entry Level,Hitachi Energy,Chennai,"Automation, Renewable energy, Analytical, Data collection, MS Office tools, Data analytics, SCM, Business intelligence"
Data Loss Prevention Analyst,Other,2-4 Yrs,Entry Level,Leading Client,"India, India","data analysis, information security, dlp, siem, data loss prevention, endpoint security, cyber security, network security"
Data Analyst,Data Analyst,2-4 Yrs,Entry Level,ICICI Lombard,Mumbai (All Areas)(Prabhadevi),"Six Sigma Green Belt, Data Analytics, ERM, Green Belt, Six Sigma Certified, Six, Certified, Six sigma"
Data Analyst,Data Analyst,2-4 Yrs,Entry Level,Md Global Human Resource Consulting,"Ballabhgarh, Palwal, Faridabad","Data Analysis, Advanced Excel, SQL, Python, Excel, Power Bi, MS Office, Microsoft"
Data Analyst,Data Analyst,2-4 Yrs,Entry Level,Skywings Advisors,Mumbai,"Data Analysis, Data Anlalytics, Power Bi, Oracle SQL, Data Visualization, Data Extraction, SQL, Data"
Splunk Data Analyst,Data Analyst,2-4 Yrs,Entry Level,Vanderlande Industries,Pune,"microsoft azure, sql, gcp, splunk, aws, c#, css, rpa"
Data Eng Mgmt & Governance Analyst,Data Governance Analyst,2-4 Yrs,Entry Level,Accenture,Bengaluru,"data management, sql, gcp, bigquery, etl, hive, python, data analysis"
Data Analyst,Data Analyst,2-4 Yrs,Entry Level,Atos,Chennai,"Manager Quality Assurance, spark, Hadoop, IT projects, high performance computing, Data Analyst, Research, digital transformation"
Data Analyst,Data Analyst,2-4 Yrs,Entry Level,Md Global Human Resource Consulting,"Ballabhgarh, Palwal, Faridabad(Sector 5)","ERP, sap, Excel, Data analysis, Data"
Data Analyst-Ai Ml,Data Analyst,2-4 Yrs,Entry Level,Teleperformance (TP),Hyderabad,"Artificial Intelligence, Data Analytics, Machine Learning, SQL, Python, Power Bi, Ai Platform, Ml"
Data Governance Analyst,Data Governance Analyst,2-4 Yrs,Entry Level,India's fastest growing private sector bank,Mumbai,"Data Integrity, Data Lineage, Data Governance, ADF, Governance Analyst, Data Governance Analyst, Oracle ADF, Governance"
Avp Business Analyst,Business Analyst,2-4 Yrs,Entry Level,Barclays,Pune,"trello, data analytics, business data analysis, user acceptance testing, project management toolsdata munging, agile methodology, communication skills, jira"
Data Analyst,Data Analyst,2-4 Yrs,Entry Level,IndustryBuying,New Delhi(Ghitorni),"Python Data Analytics, Machine Learning, SQL, Statistical Modeling, Data Modeling, Postgresql, Bigquery, Tableau"
Data Analyst Business Analyst,Data Analyst,2-4 Yrs,Entry Level,Randstad India,New Delhi(Siri Fort),"Business Analytics, Power Bi, KPI, Data Analytics, dashboard, Business Performance Management, Database Management, Advanced Excel"
Data Analyst,Data Analyst,2-4 Yrs,Entry Level,Aditya Birla Management Corporation (ABMCPL),Mumbai (All Areas),"Power Bi, M Scripting, Data Analysis, Data Visualization, Dax, Dashboards, Data Modeling, Data Analytics"
Senior Data Analyst,Data Analyst,2-4 Yrs,Entry Level,GreyOrange,Gurugram,"Automation, Data analysis, Data modeling, Machine learning, Business intelligence, microsoft, Information technology, SQL"
Data Analyst - L3,Data Analyst,2-4 Yrs,Entry Level,Wipro,Pune,"data analysis, data mining, data warehousing, big data, data integration, python, macros, data validation"
Senior Data Analyst,Data Analyst,2-4 Yrs,Entry Level,GreyOrange,Gurugram,"Data analysis, query optimization, Data management, Analytical, Agile, Data quality, Troubleshooting, Analytics"
Senior Analyst Data Scientist - Nlp Genai,Data Scientist,2-4 Yrs,Entry Level,Zetwerk,"Hyderabad, Chennai, Bengaluru","Health insurance, Automation, Business transformation, Consulting, Machine learning, Healthcare, Life sciences, Operations"
Data Analyst Architect Scientist Engineer,Data Analyst,2-4 Yrs,Entry Level,Diverse Lynx,Hyderabad,"Architect, Data Analyst, Data analysis, Engineering, Architecture, Data"
Senior Data Analyst,Data Analyst,2-4 Yrs,Entry Level,Tentacle Solutions,"Mumbai, Delhi / NCR, Bengaluru","SQL, Data analysis, MS SQL, Data manipulation, Data structure, Microsoft, SQL Server, Senior"
Data Analyst Mumbai Pune & Kolkata,Data Analyst,2-4 Yrs,Entry Level,Capgemini,Pune,"database management system, python, presentation skills, facilitation, sql, data analysis, microsoft azure, machine learning"
Data Analyst - Business Process Analyst 2,Data Analyst,2-4 Yrs,Entry Level,Juniper Networks,Bengaluru,"Data analysis, Automation, Networking, Data modeling, Analytical, Data processing, Data quality, Troubleshooting"
Data Analyst,Data Analyst,2-4 Yrs,Entry Level,Delhivery,Gurugram,"SQL, Python, Data Analysis, Data Visualization, Data Analytics, Data Reporting, Reporting, Analytics"
Ba-Data Analyst,Data Analyst,2-4 Yrs,Entry Level,Tech Mahindra,Bengaluru,"Azure Cloud, Data Management, business analyst, Microsoft Azure, Data, Management, Business analysis, Cloud"
Data Analyst - L3,Data Analyst,2-4 Yrs,Entry Level,Wipro,Hyderabad,"architecting, data analysis, data mining, data warehousing, data integration, python, data validation, pivot table"
Data Analyst Ii - Product Information Capabilities,Data Analyst,2-4 Yrs,Entry Level,General Mills,Mumbai,"Supply chain, Outbound, Automation, SAP, Publishing, Business analysis, Analytical, Data quality"
Lab Data Analyst,Data Analyst,2-4 Yrs,Entry Level,Apexon,Bengaluru,"Engineering services, Excel, Business transformation, Data management, Bfsi, Healthcare, Life sciences, Asset management"
Data Analyst,Data Analyst,2-4 Yrs,Entry Level,Regency Technologies,Bengaluru,"Automation, Business analysis, Technical writing, Analytical, Information management, Operations, Analytics, SQL"
Data Analyst,Data Analyst,2-4 Yrs,Entry Level,Bahwan CyberTek,Bengaluru,"Quicksight, Python, Power Bi, Data Visualization, Tableau, Dashboards, Bi, Data"
Senior Data Analyst Lead Data Analyst,Data Analyst,2-4 Yrs,Entry Level,Covenant Consultants,Bengaluru,"python, Customer Insight, Customer Experience, Cx, Customer Segmentation, Customer Analytics, customer behaviour, SQL"
Data Analyst,Data Analyst,2-4 Yrs,Entry Level,Apollo Pharmacy,New Delhi,"Power Bi, Data Analysis, data visualization, statistical analysis, Analysis, Bi, Statistics, Data"
Data Analyst - L3,Data Analyst,2-4 Yrs,Entry Level,Wipro,Bengaluru,"data analysis, data mining, data warehousing, business analytics, data integration, python, data analytics, data validation"
Data Analyst,Data Analyst,2-4 Yrs,Entry Level,Alpine Placement Consultant,Satara,"Power Bi, Tableau, Data Analytics, Excel, Data Analysis, Data Visualization, Data Mining, SQL"
Data Analyst,Data Analyst,2-4 Yrs,Entry Level,Recruitment Smart Technologies India Private Limited,Ahmedabad,"Data analysis, SAS, Data management, MIS, Data Analyst, Manager Quality Control, Data mining, SQL"
Data Analyst,Data Analyst,2-4 Yrs,Entry Level,Ariprus,Mumbai,"Unix, C++, Linux, Scrum, Data mining, SDLC, Analytics, Automotive"
Data Analyst,Data Analyst,2-4 Yrs,Entry Level,Leading Client,Chennai,"Data Analysis, container, tfs, css, c++, amazon vpc, ajax, jquery"
Product Line Senior Data Analyst,Data Analyst,2-4 Yrs,Entry Level,Hitachi Energy,Bengaluru,"Business administration, Interpersonal skills, SAP, Excel, Finance, Senior Data Analyst, power bi, Budgeting"
Data Analyst,Data Analyst,2-4 Yrs,Entry Level,MRO,Pune,"IT services, Data migration, Linux, Consulting, HIPAA, Data mining, JIRA, Project delivery"
Data Analyst,Data Analyst,2-4 Yrs,Entry Level,Brunel,Bengaluru,"Business process, tableau, Excel, MS Access, SQL database, Workflow, Data Analyst, Data analytics"
Data Analyst,Data Analyst,2-4 Yrs,Entry Level,Capgemini,Bengaluru,"python, software development, pyspark, relational databases, sql, data analytics, software design, data warehousing"
Data Analyst,Data Analyst,2-4 Yrs,Entry Level,Indian MNCs,Chennai,"Tableau, Advanced Excel, SQL, Data analysis, Excel, Data"
Senior Data Analyst,Data Analyst,2-4 Yrs,Entry Level,Capco,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru","hive, python, data analysis, sql queries, modeling, scala, pyspark, business analysis"
Data Analyst,Data Analyst,2-4 Yrs,Entry Level,Sia Partners,Mumbai,"Computer science, French, Analytical, Data Analyst, Corporate finance, SSIS, Business intelligence, microsoft"
Data Analyst,Data Analyst,2-4 Yrs,Entry Level,Bonzer Business Solutions Pvt Ltd.,Gurugram,"Data analysis, Analytical, Finance, Retail finance, SAS R, Data Analyst, Business strategy, Statistics"
Data Analyst,Data Analyst,2-4 Yrs,Entry Level,Disha Consultants,Jaipur,"Automation, tableau, Excel, Sales operations, Data Analyst, Management, SQL scripting, Analytics"
Data Modeling Analyst,Other,2-4 Yrs,Entry Level,Tarento Technologies,Bengaluru,"Computer science, data science, Data modeling, Analytical, Programming, Data processing, Stakeholder management, Statistics"
Data Compliance Analyst,Other,2-4 Yrs,Entry Level,Horizon Therapeutics,Hyderabad,"Business process, Data analysis, metadata, SAS, Pharma, Agile, Data quality, Scrum"
Data Analyst,Data Analyst,2-4 Yrs,Entry Level,Vishanz Business Services,"Hyderabad, Chennai, Bengaluru","Data Analysis, Python, SQL, Power Bi, Bi, Analysis, Data"
Data Visualisation Analyst,Other,2-4 Yrs,Entry Level,Pulsus Healthtech,Hyderabad,"Data analysis, Automation, PDF, Data management, Pharma, Analytical, Healthcare, QlikView"
Lead Data Analyst - L1,Data Analyst,2-4 Yrs,Entry Level,Wipro,Chennai,"data analysis, data mining, data warehousing, dashboards, data integration, python, data analytics, data validation"
Data Analyst,Data Analyst,2-4 Yrs,Entry Level,Krtya Technologies,Amod,"Data Analyst, Data analysis, Data"
Data Analyst,Data Analyst,2-4 Yrs,Entry Level,TVS Credit Services,Chennai(Egmore +1),"PLSQL, cross sell, data analyst, SQL, Cross selling, Data analysis, Data, Selling"
Analyst Data Interchange And Development,Other,2-4 Yrs,Entry Level,Magna International,Bengaluru,"Enterprise integration, Analytical, Billing, Network engineering, Database administration, System design, EDI, Information technology"
Data Analyst,Data Analyst,2-4 Yrs,Entry Level,Eviden,Chennai,"Manager Quality Assurance, spark, Hadoop, IT projects, high performance computing, Data Analyst, Research, digital transformation"
Data Analyst,Data Analyst,2-4 Yrs,Entry Level,Maven Wave Partners,Chennai,"Manager Quality Assurance, spark, Hadoop, IT projects, high performance computing, Data Analyst, Research, digital transformation"
Data Alteryx Analyst,Other,2-4 Yrs,Entry Level,Acme Services,Mumbai,"SQL queries, Data validation, query optimization, RDBMS, Analytical, Data analytics, data visualization, Analytics"
Data Analyst,Data Analyst,2-4 Yrs,Entry Level,IndustryBuying,"New Delhi(Ghitorni), Delhi / NCR","Excel, Google Analytics, Looker Studio, SQL, Python, Crawling, Tableau, Looker"
Data Analyst,Data Analyst,2-4 Yrs,Entry Level,Recruitment Smart Technologies India Private Limited,Ahmedabad,"Data analysis, SAS, Data management, R Programming, MIS, power bi, Data mining, SQL"
4 To 8 Of Exp. As A Data Analyst @ Banglore Chennai,Data Analyst,2-4 Yrs,Entry Level,A Client of Career Focus Consultancy,"Hyderabad, Chennai, Bengaluru","R, Power BI, Data Analyst, Python, SQL, Azure, GCP, AWS"
Data Analyst - People & Culture,Data Analyst,2-4 Yrs,Entry Level,NTT DATA Business Solutions,Gurugram,"Payroll, SAP, HRIS, Data modeling, Analytical, Project management, power bi, HR"
Data Analyst,Data Analyst,2-4 Yrs,Entry Level,Leading Client,Bengaluru,"quicksight, presentation skills, sql, agile, etl, project management, python, data analysis"
Data Analyst,Data Analyst,2-4 Yrs,Entry Level,Infyni,Gurugram,"Analytical skills, Data analysis, data governance, power bi, Data quality, Data Analyst, data visualization, SQL"
Na Master Data Analyst,Data Analyst,2-4 Yrs,Entry Level,Cargill,Bengaluru,"excel, sap, data analysis, data management, downstream processing, power bi, pricing, Bi"
Data Analyst,Data Analyst,2-4 Yrs,Entry Level,Bromine Infotech,Bengaluru,"python, r, tableau, data analysis, analysis tools, power bi, communication skills, Analysis"
Data Governance - Analyst,Data Governance Analyst,2-4 Yrs,Entry Level,RBL FinServe,"Thane, Navi Mumbai, Mumbai (All Areas)","Data Lineage, Data Quality Management, Data Governance Analyst, Data Analytics, Data Governance, Data Integrity, ADF, data management life cycle"
Jd- Sr Data Analyst,Data Analyst,2-4 Yrs,Entry Level,Info Edge,Noida,"Power Bi, Advanced Excel, SQL, Excel, Data analysis, SR, Data, JD"
Hr Senior Data Analyst,Data Analyst,2-4 Yrs,Entry Level,Hitachi Digital Services,Hyderabad,"hr metrics, bi, power bi, pivot table, powerpoint, sql, communication skills, Tables"
Data Analyst,Data Analyst,2-4 Yrs,Entry Level,Photon,"Chennai, Bengaluru","data cleansing, Data analysis, SAS, Data management, Analytical, Predictive modeling, Data quality, microsoft"
Data Analyst,Data Analyst,2-4 Yrs,Entry Level,Accolite Software India Pvt Ltd,Bengaluru,"Unix, Performance tuning, Application support, Business objects, Data modeling, PLSQL, Informatica, Troubleshooting"
Data Analyst Staff,Data Analyst,2-4 Yrs,Entry Level,Qualcomm,Bengaluru,"sql, people analytics, documentation, tableau, data integration tools, hiring, data warehousing, data architecture"
Technology Partner Data Analyst,Data Analyst,2-4 Yrs,Entry Level,Siemens,Pune,"python, data analysis, business intelligence, sql, data science, snowflake, algorithms, data warehousing"
Data Analyst,Data Analyst,2-4 Yrs,Entry Level,Allime Tech Solutions,Pune,"Interpersonal skills, Coding, spark, Machine learning, Banking, Deployment, Data Analyst, Wholesale"
Hr Senior Data Analyst,Data Analyst,2-4 Yrs,Entry Level,Hitachi Digital Services,Hyderabad,"hr metrics, power bi, pivot table, hr reporting, powerpoint, sql, communication skills, Bi"
Data Analyst,Data Analyst,2-4 Yrs,Entry Level,Diverse Lynx,Bengaluru,"Business reporting, Data Analyst, Management, Data analysis, Reporting, Data"
Hr Senior Data Analyst,Data Analyst,2-4 Yrs,Entry Level,Hitachi Digital Services,Hyderabad,"Excel, HRIS, Equity, power bi, data integrity, HR, Data Analyst, Stakeholder management"
Data Analyst,Data Analyst,2-4 Yrs,Entry Level,Fiserv,Thane,"Power Bi, Business Analytics, Data Analysis, SQL, Python, Analytics, Data, Analysis"
