Title,Company,Experience,Location,Salary,Skills
Data Analyst,Godrej Agrovet,2-5 Yrs,Pune,Not Mentioned,"Data Analysis, Power Bi, Data Management, Data Visualization, Advanced Excel, MIS Reporting, Reporting, MIS"
Data Analyst,Probo,1-5 Yrs,Gurugram,Not Mentioned,"sql, bi tools, tableau, python, data analysis, bi, power bi, quantum"
Data Analyst,Saisystems Health Engineering and Product,3-5 Yrs,Pune,Not Mentioned,"Data Analyst, Product Owner, Business Analyst, Power BI, EHRs, Healthcare, RCM, SQL"
Data Analyst,T Machine Software Solutions,2-5 Yrs,Chennai,Not Mentioned,"Computer science, Basic, Data analysis, Statistical analysis, Data collection, power bi, data visualization, SQL"
Data Analyst,Wonderskool,2-7 Yrs,Panchkula,Not Mentioned,"Data analysis, SAS, Data management, Healthcare, Data mining, Risk management, Analytics, Counselling"
Data Analyst -Survey Administration,Oliver Wyman,2-4 Yrs,Gurugram,Not Mentioned,"Training, Administration, Disciplinary action, Senior Analyst, Consulting, Data collection, Data Analyst, professional services"
Data Analyst,BP INCORPORATE INTERNATIONAL.,1-3 Yrs,Pune,Not Mentioned,"Data analysis, Data management, Business analysis, Analytical, Consulting, microsoft, Data mining, Risk management"
Data Analyst,Decisiontree Analytics & Services,1-3 Yrs,Gurugram,Not Mentioned,"MS SQL, Postgresql, MySQL, Senior Data Analyst, PHP, Informatica, SSIS, Data warehousing"
Data analyst,BP INCORPORATE INTERNATIONAL.,3-6 Yrs,Pune,Not Mentioned,"Data analysis, Manager Quality Assurance, Data management, Business analysis, Consulting, Manager Quality Control, Data mining, Continuous improvement"
Data Analyst,Grapes Idmr,2-4 Yrs,Thrissur,Not Mentioned,"Business objects, SAS, Database design, Process improvement, XML, Javascript, Data collection, SPSS"
Data Analyst,Bazaronweb,1-3 Yrs,Lucknow,Not Mentioned,"Data Analyst, Data, Data analysis"
Data Analyst,First Soft Solutions,1-4 Yrs,Chennai,Not Mentioned,"Interpersonal skills, Senior Data Analyst, SQL, Python, Data analysis, Data, Interpersonal, Senior"
Data Analyst,Midland Channel Management,2-5 Yrs,Gurugram,Not Mentioned,"Automation, Data analysis, Data management, Advanced Excel, data visualization, Continuous improvement, Principal, Monitoring"
PCC Data Analyst,Bayer Zydus Pharma,No fixed duration,Thane,Not Mentioned,
Data Analyst,Anutham Technologies,4-7 Yrs,Pune,Not Mentioned,"IT services, Business objects, Data analysis, SAS, Database design, XML, Consulting, Javascript"
Data Analyst,Maruti True Value,4-9 Yrs,Gurugram,Not Mentioned,"GIS, Data analysis, Environmental science, Project management, Analytical, Consulting, Machine learning, Forecasting"
Data Analyst,Nigsoft,3-8 Yrs,Salem,Not Mentioned,"IT services, Computer science, Data analysis, Database design, Consulting, healthcare management, Data collection, Information management"
Data Analyst,Colruyt It Consultancy India,8-10 Yrs,Hyderabad,Not Mentioned,"Data analysis, Business objects, Manager Quality Assurance, SAP, Analytical, Data collection, Data quality, Business intelligence"
Climate Data Analyst,T.EN GLOBAL BUSINESS SERVICES PRIVATE LIMITED,2-3 Yrs,"Prayagraj, Varanasi, Ghaziabad, Kanpur, Lucknow, Agra",Not Mentioned,"Data analysis, Data management, LNG, Talent acquisition, Competitive analysis, Analytical, TPS, Machine learning"
Data Analyst,Zeta Global,5-10 Yrs,Hyderabad,Not Mentioned,"Data analysis, data conversions, Database Marketing, DMexpress, data security, Snowflake, Sql Server, Oracle"
Data Analyst,Fusion Plus Solutions,2-4 Yrs,Hyderabad,Not Mentioned,"Telecom, splunk, Data Analyst, Troubleshooting, SQL, Data analysis, Data"
Data Analyst - Cryptoforensic,C3i Hub,1-6 Yrs,Kanpur,Not Mentioned,"Publishing, GIT, Linux, Coding, Architectural design, MongoDB, Distribution system, Python"
data analyst,Fusion Plus Solutions,2-4 Yrs,Hyderabad,Not Mentioned,"splunk, Data Analyst, Troubleshooting, SQL, Data analysis, Data"
Data Analyst,Codelynks Software Solutions (P) Ltd,1-3 Yrs,Kochi,Not Mentioned,"Data analysis, Postgresql, Analytical, Process improvement, MySQL, Consulting, Machine learning, SQL"
Data analyst,Zecotok,1-3 Yrs,Panchkula,Not Mentioned,"Data analysis, Programming, Data Analyst, SQL, Python, Program, Data, Analysis"
Manager - Recruitment & Data Analyst,Busisol Sourcing (India),8-10 Yrs,Ballari,Not Mentioned,"information system, Payroll, Networking, Legal compliance, Talent acquisition, Staffing, HRIS, HR"
Data Analyst,Square Yards,2-5 Yrs,Gurugram,Not Mentioned,"tableau, CSS, jQuery, Google Analytics, MySQL, Javascript, power bi, HTML"
Data Analyst,STP Research,1-4 Yrs,New Delhi,Not Mentioned,"Data Analyst, Data analysis, Data"
Data Analyst - Service,Maruti True Value,3-6 Yrs,Gurugram,Not Mentioned,"Product quality, Automobile, Claims, Time management, Project monitoring, Data Analyst, Principal, Management"
Data Analyst,Natural Life Style,3-8 Yrs,New Delhi,Not Mentioned,"Backend, Data analysis, Coding, MIS, Wordpress, HTML, Power point presentation, Data Analyst"
data analyst,Tech Turmeric Services,2-7 Yrs,"Mumbai, Malda",Not Mentioned,"IT services, Excel, Client relationship management, Accounting, Process improvement, Reconciliation, query, PHP"
Client Data Analyst - ECM Alpha,ION,2-6 Yrs,Mumbai,Not Mentioned,"Supply chain, data cleansing, Automation, electronic trading, Excel, Finance, Data Analyst, Macros"
Data Analyst,Nextgen Property Adviser,3-4 Yrs,Hyderabad,Not Mentioned,"Database design, Process improvement, MySQL, Data collection, PHP, Information management, Data mining, Python"
Data Analyst,Maruti True Value,2-5 Yrs,New Delhi,Not Mentioned,"SAS, data security, Analytical, Machine learning, Customer retention, Data collection, Marketing operations, Principal"
Data Analyst,Clinaarc Clinical Datamanagement,2-3 Yrs,Nagpur,Not Mentioned,"Data Analyst, Data analysis, Data"
Data Analyst,Micron Software,3-4 Yrs,Hyderabad,Not Mentioned,"Automation, Business objects, MIS, Scrum, Unit testing, Business intelligence, Information technology, Analytics"
Data Analyst,99plus It Solutions,2-5 Yrs,Vadodara,Not Mentioned,"Data Analyst, Data analysis, Data"
Data Analyst,Proclink,4-8 Yrs,"Hyderabad, Ahmedabad",Not Mentioned,"Solution architecture, SAS, Analytical, Machine learning, Programming, Predictive modeling, Analytics, Financial services"
Contract Data Analyst,Enlighta Solutions,2-7 Yrs,Mumbai,Not Mentioned,"QA, Manager Quality Assurance, Web technologies, Functional testing, Compliance management, Data Analyst, Solution Analyst, Software solutions"
Data Analyst,Diverse Lynx,1-5 Yrs,Pune,Not Mentioned,"Change management, VBA, MIS, Billing, AS400, Data Analyst, Project life cycle, SQL"
AI Data Analyst,Ark Solutions,4-7 Yrs,"Mumbai, Navi Mumbai",Not Mentioned,"Data analysis, Version control, GIT, Linux, Postgresql, Machine learning, Data structures, Data Analyst"
LCM Data Analyst,ION,2-5 Yrs,Mumbai,Not Mentioned,"Supply chain, electronic trading, Data management, Fixed income, Automation tools, Data quality, Manager Quality Control, Analytics"
Data Analyst,Talentica,5-9 Yrs,Mumbai,Not Mentioned,"Computer science, Performance tuning, Automation, Analytical, Data quality, Oracle, Troubleshooting, Information technology"
DATA - ANALYST,Justlead.in,1-4 Yrs,"Noida, Chandigarh, Lucknow, Gurugram",Not Mentioned,"Data Analyst, Analysis, Data, Data analysis"
Data Analyst,Mid Source Tech,2-5 Yrs,Hyderabad,Not Mentioned,"Data analysis, Data modeling, Coding, Process improvement, data governance, Linguistics, Market research, HR"
Data Analysts,Patio Digital,3-6 Yrs,Faridabad,Not Mentioned,"Excel, Data entry, Data analysis, Data, Analysts"
Data Analyst,Ekshvaku Tech Innovations,1-3 Yrs,Rajendranagar,Not Mentioned,"Data Analyst, Data, Data analysis"
Data Analyst,BP INCORPORATE INTERNATIONAL.,7-12 Yrs,Pune,Not Mentioned,"Computer science, Data analysis, Assurance, Analytical, Schema, Data processing, Data mining, Operations"
Data Analyst,Response Informatics,1-4 Yrs,Hyderabad,Not Mentioned,"Product pricing, Clinical operations, Wellness, Health management, Actuarial, healthcare analytics, Continuous improvement, SQL"
Data Analyst,Advanced Risk Analytics,2-6 Yrs,Ahmedabad,Not Mentioned,"CV, Environmental science, Image processing, Technical, Data collection, Data processing, Data Analyst, MSC"
Data Analyst,Xportmine,3-4 Yrs,Udaipur,Not Mentioned,"Customer acquisition, Artificial Intelligence, Network analysis, Machine learning, Information retrieval, Natural language processing, Predictive modeling, Data Analyst"
Data Analyst (ETL Tools),Alpha Analytics Services,2-4 Yrs,Pune,Not Mentioned,"Data modeling, Consulting, Data Analyst, Scheduling, Informatica, Stored procedures, Unit testing, Pentaho"
Data Analyst,Legalwiz.in,1-3 Yrs,Ahmedabad,Not Mentioned,"Computer science, Analytical skills, Computer languages, Excel, Coding, data visualization, Data mining, Business intelligence"
Data Analyst,Achnet,4-8 Yrs,Noida,Not Mentioned,"SAN, Administration, Data modeling, Analytical, MySQL, power bi, Data Analyst, Talent management"
Data Analyst,Vitraya Technologies,2-3 Yrs,New Delhi,Not Mentioned,"BPO, Data analysis, Analytical, MySQL, Healthcare, Life sciences, Business intelligence, Operations"
Data Analyst,CONTUS TECH,5-10 Yrs,Chennai,Not Mentioned,"Computer science, Analytical skills, Data analysis, SAS, Information management, Business intelligence, Marketing Analyst, Information technology"
Data Analyst,Navgathi,2-3 Yrs,Kochi,Not Mentioned,"deep learning, PDF, Front end, Neural networks, Machine learning, Opengl, Data collection, Data Analyst"
Data Analyst,InApp,4-7 Yrs,"Kochi, Thiruvananthapuram",Not Mentioned,"Analytical skills, Data analysis, GCP, power bi, Data Analyst, data visualization, Business intelligence, SQL"
Data Analyst,Zeta Global,5-7 Yrs,Hyderabad,Not Mentioned,"SAN, Automation, SAP, Campaign management, HTML, Oracle, Digital marketing, SSIS"
Reliability Data Analyst,Pinnacle Art,3-8 Yrs,Hyderabad,Not Mentioned,"Mining, Technical writing, Fixed assets, Database management, Management systems, Engineering projects, Data Analyst, MS Office"
Data Analyst,Hexonica,3-5 Yrs,Pune,Not Mentioned,"Computer science, SQL queries, Data analysis, Data modeling, Bfsi, Relationship, Data Analyst, Troubleshooting"
Data Analyst,Dbiz.ai,4-6 Yrs,Kochi,Not Mentioned,"Analytical skills, Data migration, data manipulation, Analytical, data integrity, Data Analyst, data mapping, Management"
Funtional Data Analyst,Go Digital Technology Consulting,4-8 Yrs,Mumbai,Not Mentioned,"Data analysis, Analytical, Power distribution, Machine learning, Data collection, Data quality, Operations, SCADA"
Data Analyst,Countrees Services And Technologies,3-6 Yrs,Chennai,Not Mentioned,"Commerce, HTML, data, data analysis"
Data Analyst,Chandigarh University,1-5 Yrs,Lucknow,Not Mentioned,"Computer science, Data analysis, VLOOKUP, Analytical, power bi, Data Analyst, Advanced Excel, Macros"
Data Analyst,Drip Capital,2-7 Yrs,Mumbai,Not Mentioned,"Data analysis, Trade finance, Analytical, Consulting, data privacy, Data quality, Business intelligence, Continuous improvement"
Data Analyst,Siyanda Techlogics,2-4 Yrs,Visakhapatnam,Not Mentioned,"data science, Analytical, Social media, Data processing, Data structures, Predictive modeling, Data Analyst, SQL"
Data Analyst OpenData Commercial,Veeva Systems,3-7 Yrs,Mumbai,Not Mentioned,"xpath, python, data analysis, writing, aws, data engineering, sql, Data"
Data Analyst,Pradeepit Consulting Services,1-3 Yrs,Pune,Not Mentioned,"Data analysis, Sales, Advanced Excel, Data Analyst, SQL, Analysis, Data, Excel"
Quantitative Data Analyst,Zivanta Analytics,1-4 Yrs,Kolkata,Not Mentioned,"Data analysis, Data management, Analytical, Data Analyst, Data quality, Data mining, Risk management, Analytics"
Data Analyst,CC Staffing International,1-2 Yrs,"Kochi, Thrissur, Kozhikode, Thiruvananthapuram",Not Mentioned,"data cleansing, Data analysis, Data validation, PHP, Data quality, Data mining, Operations, Analytics"
Data Analyst,Xenonstack,1-3 Yrs,Mohali,Not Mentioned,"Mining, Data analysis, Manager Quality Assurance, SAS, Diagnostics, Analytical, Programming, data visualization"
Data Analyst,Aryavart Institute Of Technology,1-3 Yrs,"Noida, Patna, Kanpur, Supaul",Not Mentioned,"data cleansing, Data analysis, Analytical, Data collection, Data quality, HTTP, Data mining, Operations"
DATA ANALYST,Gemini Exports,2-5 Yrs,Mumbai,Not Mentioned,"Data validation, pricing analysis, Pharma, Competitor analysis, Portfolio analysis, Strategic planning, Market research, market data"
Data Analyst,Ramesh Parasmal Jain & Co.,1-4 Yrs,Ahmedabad,Not Mentioned,"Data Analyst, Data analysis, Data"
Data Analyst,John Crane Sealing Systems India,2-6 Yrs,Pune,Not Mentioned,"snowflake, data analysis, modeling, data manipulation, bi, power bi, data warehousing, business analysis"
Data Analyst,Invest4edu,1-3 Yrs,"Indore, Hyderabad",Not Mentioned,"HTML, Data Analyst, Windows, Microsoft Windows, Data, Data analysis"
Cognitive Data Analyst (Data Annotation),Prisma Global,1-3 Yrs,Mumbai,Not Mentioned,"Analytical skills, Training, Basic, Coding, Artificial Intelligence, Machine learning, Data quality, Data Analyst"
Data Analyst - Logistics Domain (Remote),Elevati Infotech,3-7 Yrs,Pune,Not Mentioned,"Supply chain, Health insurance, Data analysis, Automation, Analytical, power bi, Macros, Logistics"
Data Analyst,Flixstock,4-9 Yrs,Gurugram,Not Mentioned,"Data analysis, Automation, Coding, Analytical, Data processing, Data Analyst, Reporting tools, SQL"
Credit Data Analyst,ION,2-7 Yrs,Mumbai,Not Mentioned,"Accountancy, Supply chain, Financial statements, Financial analysis, Fixed income, Financial statement analysis, Corporate credit, Balance Sheet"
Presales Data Analyst,Dilytics,1-10 Yrs,Hyderabad,Not Mentioned,"IT services, Performance management, Data Analyst, Oracle, Business intelligence, MS Office, microsoft, Powerpoint"
Data Analyst & AI Specialist,iLink Digital,7-12 Yrs,Hyderabad,Not Mentioned,"Telecom, Data analysis, Data management, Analytical, Healthcare, Life sciences, Predictive modeling, Data mining"
Data Analyst,Contechub,1-3 Yrs,Jaipur,Not Mentioned,"microsoft power bi, data analysis, microsoft azure, power bi, salesforcemicrosoft dynamics, communication skills, Microsoft, Analysis"
Data Analyst,Contechub,1-3 Yrs,Jaipur,Not Mentioned,"analytics, salesforce, data analysis, communication skillsteamwork, data integration tools, microsoft dynamics, Communication skills, Tools"
Data Analyst,Little Genius Academy,1-3 Yrs,Vadodara,Not Mentioned,"Data Analyst, Data, Data analysis"
Data Analyst,Nits Solutions,1-3 Yrs,Gurugram,Not Mentioned,"Process design, Sales, Linguistics, Market research, Data Analyst, Logistics, Research, Design"
Data Analyst,Eminenture,1-4 Yrs,New Delhi,Not Mentioned,"Outbound, VBA, VLOOKUP, Conditional formatting, Advanced Excel, Data Analyst, Macros, Data"
Data Analyst,Shubhashray Housing India,1-3 Yrs,Gurugram,Not Mentioned,"Health insurance, Data analysis, Excel, Senior management, Coding, NBFC, Data Analyst, Investment management"
DATA ANALYST For ESG & BRSR,Globetrend Climate Impact,2-3 Yrs,Gurugram,Not Mentioned,"Analytical skills, Investment analysis, Interpersonal skills, Excel, Data management, Project management, Data collection, Data Analyst"
Data Analyst,Kapgrow Corporate Advisory Services Pvt. Ltd,2-7 Yrs,Pune,Not Mentioned,"Data collection, Data processing, Data Analyst, HR, Business operations, Data analysis, Operations, Hrsd"
Data Analyst,Cradlepoint,1-3 Yrs,Noida,Not Mentioned,"Automation, tableau, Debugging, Data Analyst, data visualization, Operations, Analytics, Supervision"
Data Analyst,PB Partners,2-3 Yrs,Gurugram,Not Mentioned,"Data Analyst, Data analysis, Data"
Site Data Analyst,Apraava Renewable Energy,2-5 Yrs,Rajkot,Not Mentioned,"Warehouse, Project implementation, Compliance, Gap analysis, Data Analyst, SCM, Functionality testing, HSSE"
Data Analyst,V-SEARCH EDUCATION & CONSULTANCY,1-4 Yrs,Bikaner,Not Mentioned,"Data Analyst, Data, Data analysis"
Data Analyst,Infyni,3-4 Yrs,Gurugram,Not Mentioned,"Analytical skills, Data analysis, data governance, power bi, Data quality, Data Analyst, data visualization, SQL"
Data Analyst,Kuboloitte,2-4 Yrs,Ghaziabad,Not Mentioned,"load runner, performance testing, web services, vugen, scala, dynatrace, dbms, perfmon"
Data Analyst,Prodware Solutions,3-8 Yrs,Mumbai,Not Mentioned,"Data processing, Data Analyst, Process, Data analysis, Processing, Data"
Data Analyst,MR Chemie,2-5 Yrs,Hyderabad,Not Mentioned,"Data analysis, Automation, Javascript, HTML, Data mining, SQL, Business operations, Data extraction"
Data Analyst,Akhil Systems,3-5 Yrs,Gurugram,Not Mentioned,"Computer science, Data analysis, Analytical, Machine learning, Healthcare, Data quality, Business intelligence, Data mining"
"Data Analyst (ETL, Data Pipelines & Cleansing)",Pathfinder Business Analysis (PFBA),4-9 Yrs,Coimbatore,Not Mentioned,"Data analysis, Software Engineering Manager, Business reporting, Data Analyst, Analytics, data profiling, ETL, Analysis"
DA | Data Analyst at New Delhi,Development Alternatives,2-7 Yrs,New Delhi,Not Mentioned,"Analytical skills, Data analysis, data science, data manipulation, Analytical, Strategic planning, Data collection, Data Analyst"
Data Analyst (EDI),NS Global Corporation,3-5 Yrs,Rajkot,Not Mentioned,"Procurement, Supply chain, Webmethods, SAP, PDF, Analytical, EDI, Middleware"
Data Analyst,Antarctica Global,6 months duration,Mumbai,Not Mentioned,
Data Analyst,Vijay Copolymers,1-3 Yrs,Aurangabad,Not Mentioned,"IT services, Computer science, Data analysis, Business analytics, Analytical, data visualization, Troubleshooting, Business intelligence"
Data Analyst,Mindpeers,1-3 Yrs,New Delhi,Not Mentioned,"Data analysis, Business objects, SAS, Database design, Process improvement, XML, Javascript, Data processing"
Data Analyst,Farmrobo Technologies,1-5 Yrs,Hyderabad,Not Mentioned,"Data Analyst, Data analysis, Data"
Data Analyst,Novisync Solutions India,3-4 Yrs,Visakhapatnam,Not Mentioned,"Backend, Data analysis, Data Analyst, Data quality, Customer service, Data mining, Business intelligence, IT operations"
Data Analyst,ANR Software,2-5 Yrs,Noida,Not Mentioned,"Computer science, SAS, Process improvement, Report writing, Data collection, SPSS, Information management, Manager Quality Control"
Data Analyst,Aldous Glare Tech & Energy,1-4 Yrs,"Pathanamthitta, Palakkad",Not Mentioned,"Junior Business Analyst, Business Head, Trade, Data Analyst, Data, Data analysis"
Data Analyst,Startupflow,1-4 Yrs,Jaipur,Not Mentioned,"Data Analyst, Data, Data analysis"
Data Analyst,Apollo TeleHealth,3-8 Yrs,Hyderabad,Not Mentioned,"MySQL, Data Analyst, Python, Data analysis, Data"
DATA ANALYST,MBH Raw Pharma,1-4 Yrs,Thane,Not Mentioned,"Data Analyst, Data, Data analysis"
Data Analyst,Suntech Global,3-5 Yrs,"Kochi, Thrissur, Kozhikode, Thiruvananthapuram",Not Mentioned,"Computer science, Data analysis, VAT, Database, data integrity, Data Analyst, Information management, Data mining"
Data Analyst,Complete Open Source Solutions (COSS),3-5 Yrs,Hyderabad,Not Mentioned,"Redhat, IT training, Data analysis, IT Analyst, devops, IT infrastructure management, Infrastructure, Deployment"
Data Analyst,99plus It Solutions,3-5 Yrs,Vadodara,Not Mentioned,"PPC, MS SQL, Google Analytics, XML, Analytical, Javascript, Business Development Executive, Data mining"
Data Analyst,Bot Consulting,4-5 Yrs,Pune,Not Mentioned,"Data analysis, tableau, Automation, Wellness, Data Analyst, Data quality, Information technology, Data warehousing"
Data Analyst,Educare Solutions,2-4 Yrs,Noida,Not Mentioned,"Data validation, Data Analyst, SPSS, WinCross, Scripting, Data, Data analysis"
Data Analyst,Fusion Plus Solutions,2-4 Yrs,Hyderabad,Not Mentioned,"Telecom, Data analysis, Automation, Interpersonal skills, Architecture, Analytical, Machine learning, Data Analyst"
Data Analyst,Edgematics,5-10 Yrs,Pune,Not Mentioned,"python, data analysis, arcgis, otn, power bi, data migration, smallworld, analysis"
Data Analyst,P99soft,3-8 Yrs,Hyderabad,Not Mentioned,"IT services, Computer science, Data analysis, Automation, Analytical, Data collection, Business intelligence, Operations"
Data Analyst - Intermediate,Equifax Credit Information Services Private Limited,3-8 Yrs,Pune,Not Mentioned,"GCP, Project management, Analytical, Healthcare, Manager Quality Control, Project delivery, Analytics, Financial services"
Data Analyst,Fusion Plus Solutions,2-4 Yrs,Hyderabad,Not Mentioned,"data science, Bfsi, Agile, Data Analyst, Python, Science, Data, Data analysis"
Data Analyst,Visit Health,1-4 Yrs,Noida,Not Mentioned,"metadata, Nutrition, Coding, Analytical, Pharmacy, MySQL, Healthcare, Wellness"
Data Analyst,Mobpair Technologies,2-3 Yrs,Ahmedabad,Not Mentioned,"Data Analyst, Data analysis, Data"
Data Analyst,Techvolt Software,1-3 Yrs,Coimbatore,Not Mentioned,"C++, C, Data Analyst, Data analysis, Data"
Data Analyst,Wissen Research,2-5 Yrs,Mohali,Not Mentioned,"Data Analyst, Data analysis, Data"
Data Analyst,Finprov Business Services,2-5 Yrs,Kochi,Not Mentioned,"Data analysis, Malayalam, Social media, power bi, Data Analyst, data visualization, Digital marketing, Operations"
Data Analyst,Intense Technologies,2-5 Yrs,Mumbai,Not Mentioned,"Analytical skills, SQL queries, Data analysis, data domain, Business Analyst, power bi, Data quality, Data Analyst"
Data Analysts,Capital Market Publishers,1-3 Yrs,Chennai,Not Mentioned,"Excel, VBA, Accounting, Finance, Reconciliation, Commerce, Database maintenance, Data analysis"
Data Analyst,EIPL,1-3 Yrs,New Delhi,Not Mentioned,"Stakeholder Engagement, Data analysis, Project management, Process improvement, Analytical, Customer support, Manager Quality Control, Data mining"
Data Analyst,Bigfix,2-5 Yrs,Chennai,Not Mentioned,"Data Analyst, Data, Data analysis"
Data Analyst,Ashoka Builders,2-5 Yrs,Hyderabad,Not Mentioned,"Data analysis, data manipulation, Analytical, Machine learning, pricing strategy, Programming, power bi, data visualization"
Data Analyst,Digitalxnode,2-7 Yrs,New Delhi,Not Mentioned,"Data analysis, Data modeling, Analytical, Predictive modeling, Data quality, Data mining, SQL, Python"
Data Analyst,Weaddo,2-7 Yrs,Gurugram,Not Mentioned,"Cloud computing, Data analysis, GCP, Analytical, Machine learning, Data quality, data visualization, SQL"
Data Analyst,Diverse Lynx,1-5 Yrs,Chennai,Not Mentioned,"deep learning, tableau, Django, MySQL, Machine learning, power bi, Data Analyst, SQL"
Data Analyst,Corelogic,5-10 Yrs,Noida,Not Mentioned,"Data analysis, Manager Internal Audit, Automation, Data modeling, Analytical, Social media, SMS, Data mining"
Data Analyst,Diverse Lynx,1-5 Yrs,Hyderabad,Not Mentioned,"Data Analyst, professional, Data analysis, Data"
Data Analyst,Diverse Lynx,1-5 Yrs,Pune,Not Mentioned,"Business Analyst, Oracle SQL, Data Analyst, Data extraction, SQL, Business analysis, Data analysis, Oracle"
Data analyst,Fusion Plus Solutions,6-8 Yrs,Hyderabad,Not Mentioned,"Data analysis, Automation, Interpersonal skills, Architecture, data manipulation, Analytical, Machine learning, Data Analyst"
Data Analyst,Diverse Lynx,1-5 Yrs,Chennai,Not Mentioned,"Data Analyst, professional, Data analysis, Data"
Data Analyst,Diverse Lynx,1-5 Yrs,Gurugram,Not Mentioned,"Data Analyst, professional, Data analysis, Data"
Data Analyst,Diverse Lynx,3-6 Yrs,Gurugram,Not Mentioned,"Data Analyst, professional, Data, Data analysis"
Data Analyst,Indian Internet Solutions,1-3 Yrs,Aurangabad,Not Mentioned,"Data Analyst, Data, Data analysis"
Data Analyst,Fashion Tv,1-4 Yrs,Mumbai,Not Mentioned,"Operations management, Supply chain management, Data analysis, Usage, Sales forecasting, Data Analyst, Management, CRM sales"
Data Analyst,Leanquality Solutions,1-2 Yrs,Pune,Not Mentioned,"Computer science, Machine learning, Data collection, Statistical software, Data Analyst, data visualization, Data mining, Data warehousing"
Data Analyst,Ethics Infotech,1-4 Yrs,Vadodara,Not Mentioned,"MS SQL, Data analysis, tableau, PDF, data security, Time management, Customer support, Data Analyst"
Data Analyst,IDESLABS,6-10 Yrs,Hyderabad,Not Mentioned,"Data Analyst, Data, Data analysis"
Data Analyst,Lotusflare,7-12 Yrs,Pune,Not Mentioned,"Telecom, Social media, Analytical, Market intelligence, Strategic planning, Business intelligence, Forecasting, Product marketing"
Data Analysts,Digicommerce Solutions,4-6 Yrs,Noida,Not Mentioned,"Data Analysts, Data analysis, Analysts, Data"
Data Analyst,Konceptogen Healthcare,2-5 Yrs,Pune,Not Mentioned,"tableau, Statistical analysis, Machine learning, linear regression, Javascript, power bi, Data Analyst, data visualization"
Data Analyst 3,Grhombus Technologies,3-5 Yrs,"Warangal, Hyderabad, Nizamabad",Not Mentioned,"Outbound, Data management, Email marketing, Analytical, Workflow, Maintenance Manager, Adobe, Digital marketing"
Data Analyst,Innovative Techhub,2-5 Yrs,Pune,Not Mentioned,"Data analysis, Data management, Data modeling, Financial analysis, Network analysis, Database, Programming, Stored procedures"
Data Analyst Logistics Domain,Elevati Infotech,3-7 Yrs,Pune,Not Mentioned,"Supply chain, Health insurance, Data analysis, Automation, Analytical, power bi, Macros, Logistics"
Data Analyst,Aureate Labs Private Limited,2-5 Yrs,Surat,Not Mentioned,"Computer science, Data validation, Google Analytics, Email marketing, Social media, Analytical, MySQL, Digital marketing"
S&OP Data Analyst,Harbisonwalker International,1-5 Yrs,Nagpur,Not Mentioned,"Data analysis, French, Data modeling, Process improvement, Analytical, Data collection, German, Data mining"
Data Analyst,T&N Business Services,2-5 Yrs,Gurugram,Not Mentioned,"Data analysis, Coding, Database design, Report writing, Data Analyst, data visualization, Data mining, SQL"
Data Analyst,Tactgen,3-8 Yrs,Madurai,Not Mentioned,"Software development, Bfsi, Banking, Data Analyst, Application software, Software, Data analysis, Data"
Data Analyst,Aloola,4-9 Yrs,Surat,Not Mentioned,"Data analysis, Data modeling, Analytical, Data structures, HTML, Data quality, Analytics, SQL"
Data Analyst,Align Technology,1-4 Yrs,New Delhi,Not Mentioned,"r, python, economics, mathematics, data analysisstatistics, artificial intelligence, programming, Program"
Data Analyst,Structural Solutions (SSPL),2-7 Yrs,"Mumbai, New Delhi",Not Mentioned,"ERP, Data analysis, SAS, MS Access, Cognos, SPSS, Business intelligence, Data warehousing"
Data Analyst,Optisol Business Solutions,5-10 Yrs,Chennai,Not Mentioned,"Data analysis, Data migration, System integration, Data structures, Data quality, Oracle, SSIS, Troubleshooting"
Data Analyst,Xpheno,4-8 Yrs,Mumbai,Not Mentioned,"Analytical, Risk assessment, Data quality, Data mining, Information technology, SQL, Auditing, Python"
Data Analyst,MX Technologies,5-7 Yrs,Chennai,Not Mentioned,"data science, Business analysis, Machine learning, Data quality, Data Analyst, Manager Quality Control, Data mining, Analytics"
Data Analyst,Walbrosoft,2-7 Yrs,Nagpur,Not Mentioned,"Excel, Internet research, Data collection, Data Analyst, Management, MS Office, Powerpoint, Data Entry Operator"
Python Data Analyst,MavenMagnet,1-6 Yrs,"Indore, Madhya Pradesh",Not Mentioned,"Python, xlwings, SciPy, Pandas, AI, NumPy, openpyxl, Data"
Data Analyst,Darkplus Technology,2-4 Yrs,Aurangabad,Not Mentioned,"Data Analyst, Data analysis, Data"
Data Analyst,Decisiontree Analytics & Services,1-3 Yrs,Gurugram,Not Mentioned,"tableau, Data Analyst, Data warehousing, SQL, Data analysis, Warehouse, Data"
Data Analyst,Bharatnxt,1-2 Yrs,Mumbai,Not Mentioned,"Process automation, Data analysis, Finance, Trend analysis, Cash flow, power bi, Data Analyst, Operations"
Data Analyst,Nexzu Mobility,1-6 Yrs,Pune,Not Mentioned,"Marketing Intern, Accounting, Data Analyst, Accounts Executive, Marketing Executive, Internship, Data, Marketing"
Data Analyst,Mindstix Software Labs,3-8 Yrs,Pune,Not Mentioned,"Supply chain, Computer science, SAN, Data analysis, Google Analytics, Analytical, Agile, Data structures"
Data Analyst,MGS Technology,2-5 Yrs,Pune,Not Mentioned,"Procurement, SAP, Supply Chain Management, Tableau, Data, Management, Data analysis, Supply chain"
